IssueDate,Violation,FineAmount,NumberViolations,TotalFineAmount
2025-03-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1514,75700
2025-03-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,286,28600
2025-03-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,108,16200
2025-03-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,61,12200
2025-03-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,207,51750
2025-03-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1702,85100
2025-03-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,273,27300
2025-03-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,109,16350
2025-03-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,44,8800
2025-03-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,102,25500
2025-03-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1451,72550
2025-03-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,228,22800
2025-03-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,56,8400
2025-03-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,30,6000
2025-03-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,67,16750
2025-03-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1442,72100
2025-03-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,275,27500
2025-03-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,111,16650
2025-03-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,59,11800
2025-03-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,178,44500
2025-03-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1350,67500
2025-03-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,270,27000
2025-03-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,105,15750
2025-03-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,66,13200
2025-03-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,200,50000
2025-03-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1509,75450
2025-03-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,247,24700
2025-03-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,106,15900
2025-03-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,74,14800
2025-03-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,217,54250
2025-03-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1427,71350
2025-03-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,265,26500
2025-03-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,112,16800
2025-03-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,65,13000
2025-03-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,218,54500
2025-03-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1555,77750
2025-03-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,346,34600
2025-03-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,116,17400
2025-03-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,72,14400
2025-03-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,254,63500
2025-03-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1533,76650
2025-03-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,279,27900
2025-03-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,106,15900
2025-03-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,48,9600
2025-03-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,105,26250
2025-03-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1702,85100
2025-03-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,250,25000
2025-03-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,76,11400
2025-03-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,53,10600
2025-03-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,90,22500
2025-03-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1518,75900
2025-03-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,325,32500
2025-03-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,132,19800
2025-03-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,71,14200
2025-03-31,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,194,48500
2025-04-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1506,75300
2025-04-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,333,33300
2025-04-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,142,21300
2025-04-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,75,15000
2025-04-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,211,52750
2025-04-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1656,82800
2025-04-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,327,32700
2025-04-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,131,19650
2025-04-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,86,17200
2025-04-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,235,58750
2025-04-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1438,71900
2025-04-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,333,33300
2025-04-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,132,19800
2025-04-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,72,14400
2025-04-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,236,59000
2025-04-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1605,80250
2025-04-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,65,1,65
2025-04-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,301,30100
2025-04-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,138,20700
2025-04-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,80,16000
2025-04-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,263,65750
2025-04-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1608,80400
2025-04-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,269,26900
2025-04-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,113,16950
2025-04-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,73,14600
2025-04-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,136,34000
2025-04-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1568,78400
2025-04-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,250,25000
2025-04-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,111,16650
2025-04-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,54,10800
2025-04-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,107,26750
2025-04-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1397,69850
2025-04-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,297,29700
2025-04-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,134,20100
2025-04-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,70,14000
2025-04-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,237,59250
2025-04-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1399,69950
2025-04-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,308,30800
2025-04-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,128,19200
2025-04-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,77,15400
2025-04-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,241,60250
2025-04-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1401,70050
2025-04-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,270,27000
2025-04-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,115,17250
2025-04-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,67,13400
2025-04-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,221,55250
2025-04-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1521,76050
2025-04-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,328,32800
2025-04-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,147,22050
2025-04-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,67,13400
2025-04-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,271,67750
2025-04-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1667,83350
2025-04-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,349,34900
2025-04-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,177,26550
2025-04-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,74,14800
2025-04-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,267,66750
2025-04-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1586,79300
2025-04-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,304,30400
2025-04-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,139,20850
2025-04-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,63,12600
2025-04-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,152,38000
2025-04-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1416,70800
2025-04-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,265,26500
2025-04-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,135,20250
2025-04-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,55,11000
2025-04-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,114,28500
2025-04-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1058,52900
2025-04-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,275,27500
2025-04-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,114,17100
2025-04-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,72,14400
2025-04-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,219,54750
2025-04-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1286,64300
2025-04-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,277,27700
2025-04-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,132,19800
2025-04-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,62,12400
2025-04-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,262,65500
2025-04-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1352,67600
2025-04-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,298,29800
2025-04-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,149,22350
2025-04-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,82,16400
2025-04-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,260,65000
2025-04-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1310,65500
2025-04-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,272,27200
2025-04-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,114,17100
2025-04-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,72,14400
2025-04-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,259,64750
2025-04-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1582,79100
2025-04-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,300,30000
2025-04-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,160,24000
2025-04-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,79,15800
2025-04-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,280,70000
2025-04-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1359,67950
2025-04-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,246,24600
2025-04-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,131,19650
2025-04-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,51,10200
2025-04-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,143,35750
2025-04-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1287,64350
2025-04-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,239,23900
2025-04-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,94,14100
2025-04-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,59,11800
2025-04-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,95,23750
2025-04-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1320,66000
2025-04-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,267,26700
2025-04-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,146,21900
2025-04-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,79,15800
2025-04-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,201,50250
2025-04-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1263,63150
2025-04-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,256,25600
2025-04-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,120,18000
2025-04-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,88,17600
2025-04-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,234,58500
2025-04-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1322,66100
2025-04-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,306,30600
2025-04-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,125,18750
2025-04-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,67,13400
2025-04-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,267,66750
2025-04-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1388,69400
2025-04-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,282,28200
2025-04-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,125,18750
2025-04-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,63,12600
2025-04-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,262,65500
2025-04-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1375,68750
2025-04-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,326,32600
2025-04-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,132,19800
2025-04-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,77,15400
2025-04-25,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,274,68500
2025-04-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1401,70050
2025-04-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,288,28800
2025-04-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,115,1,115
2025-04-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,118,17700
2025-04-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,65,13000
2025-04-26,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,172,43000
2025-04-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1368,68400
2025-04-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,251,25100
2025-04-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,97,14550
2025-04-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,54,10800
2025-04-27,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,93,23250
2025-04-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1240,62000
2025-04-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,257,25700
2025-04-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,133,19950
2025-04-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,72,14400
2025-04-28,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,216,54000
2025-04-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1154,57700
2025-04-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,278,27800
2025-04-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,126,18900
2025-04-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,80,16000
2025-04-29,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,237,59250
2025-04-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1259,62950
2025-04-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,310,31000
2025-04-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,141,21150
2025-04-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,98,19600
2025-04-30,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,227,56750
2025-05-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1348,67400
2025-05-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,307,30700
2025-05-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,127,19050
2025-05-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,80,16000
2025-05-01,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,296,74000
2025-05-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1275,63750
2025-05-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,285,28500
2025-05-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,146,21900
2025-05-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,65,13000
2025-05-02,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,227,56750
2025-05-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1413,70650
2025-05-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,275,27500
2025-05-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,113,16950
2025-05-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,80,16000
2025-05-03,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,143,35750
2025-05-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1383,69150
2025-05-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,254,25400
2025-05-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,109,16350
2025-05-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,57,11400
2025-05-04,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,126,31500
2025-05-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1170,58500
2025-05-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,264,26400
2025-05-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,120,18000
2025-05-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,87,17400
2025-05-05,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,244,61000
2025-05-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1194,59700
2025-05-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,286,28600
2025-05-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,141,21150
2025-05-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,65,13000
2025-05-06,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,238,59500
2025-05-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1109,55450
2025-05-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,234,23400
2025-05-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,103,15450
2025-05-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,84,16800
2025-05-07,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,243,60750
2025-05-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1228,61400
2025-05-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,301,30100
2025-05-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,116,17400
2025-05-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,62,12400
2025-05-08,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,253,63250
2025-05-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1347,67350
2025-05-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,295,29500
2025-05-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,129,19350
2025-05-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,78,15600
2025-05-09,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,256,64000
2025-05-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1398,69900
2025-05-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,280,28000
2025-05-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,124,18600
2025-05-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,79,15800
2025-05-10,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,136,34000
2025-05-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1385,69250
2025-05-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,250,25000
2025-05-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,114,17100
2025-05-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,74,14800
2025-05-11,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,115,28750
2025-05-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1141,57050
2025-05-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,343,34300
2025-05-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,145,21750
2025-05-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,68,13600
2025-05-12,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,229,57250
2025-05-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1235,61750
2025-05-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,302,30200
2025-05-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,145,21750
2025-05-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,70,14000
2025-05-13,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,293,73250
2025-05-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1228,61400
2025-05-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,280,28000
2025-05-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,151,22650
2025-05-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,71,14200
2025-05-14,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,291,72750
2025-05-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1256,62800
2025-05-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,286,28600
2025-05-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,134,20100
2025-05-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,78,15600
2025-05-15,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,284,71000
2025-05-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1385,69250
2025-05-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,331,33100
2025-05-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,146,21900
2025-05-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,83,16600
2025-05-16,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,323,80750
2025-05-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1234,61700
2025-05-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,250,25000
2025-05-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,100,15000
2025-05-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,74,14800
2025-05-17,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,160,40000
2025-05-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1480,74000
2025-05-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,300,30000
2025-05-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,127,19050
2025-05-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,62,12400
2025-05-18,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,137,34250
2025-05-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1211,60550
2025-05-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,313,31300
2025-05-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,139,20850
2025-05-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,74,14800
2025-05-19,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,257,64250
2025-05-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1202,60100
2025-05-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,258,25800
2025-05-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,117,17550
2025-05-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,89,17800
2025-05-20,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,296,74000
2025-05-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1216,60800
2025-05-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,352,35200
2025-05-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,146,21900
2025-05-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,72,14400
2025-05-21,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,287,71750
2025-05-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1331,66550
2025-05-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,349,34900
2025-05-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,169,25350
2025-05-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,70,14000
2025-05-22,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,306,76500
2025-05-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1273,63650
2025-05-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,100,293,29300
2025-05-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,150,152,22800
2025-05-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,200,79,15800
2025-05-23,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,250,272,68000
2025-05-24,MTA CAMERA VIOLATION - PARKING IN A BUS STOP,50,1326,66300
